title,slug,difficulty,topics
Palindrome Pairs,palindrome-pairs,HARD,"array,hash-table,string,trie"
House Robber III,house-robber-iii,MEDIUM,"dynamic-programming,tree,depth-first-search,binary-tree"
Counting Bits,counting-bits,EASY,"dynamic-programming,bit-manipulation"
Nested List Weight Sum,nested-list-weight-sum,MEDIUM,"depth-first-search,breadth-first-search"
Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,MEDIUM,"hash-table,string,sliding-window"
Flatten Nested List Iterator,flatten-nested-list-iterator,MEDIUM,"stack,tree,depth-first-search,design,queue,iterator"
Power of Four,power-of-four,EASY,"math,bit-manipulation,recursion"
Integer Break,integer-break,MEDIUM,"math,dynamic-programming"
Reverse String,reverse-string,EASY,"two-pointers,string"
Reverse Vowels of a String,reverse-vowels-of-a-string,EASY,"two-pointers,string"
Moving Average from Data Stream,moving-average-from-data-stream,EASY,"array,design,queue,data-stream"
Top K Frequent Elements,top-k-frequent-elements,MEDIUM,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect"
Design Tic-Tac-Toe,design-tic-tac-toe,MEDIUM,"array,hash-table,design,matrix,simulation"
Intersection of Two Arrays,intersection-of-two-arrays,EASY,"array,hash-table,two-pointers,binary-search,sorting"
Intersection of Two Arrays II,intersection-of-two-arrays-ii,EASY,"array,hash-table,two-pointers,binary-search,sorting"
Android Unlock Patterns,android-unlock-patterns,MEDIUM,"dynamic-programming,backtracking,bit-manipulation,bitmask"
Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,HARD,"hash-table,binary-search,union-find,design,data-stream,ordered-set"
Design Snake Game,design-snake-game,MEDIUM,"array,hash-table,design,queue,simulation"
Russian Doll Envelopes,russian-doll-envelopes,HARD,"array,binary-search,dynamic-programming,sorting"
Design Twitter,design-twitter,MEDIUM,"hash-table,linked-list,design,heap-priority-queue"
Line Reflection,line-reflection,MEDIUM,"array,hash-table,math"
Count Numbers with Unique Digits,count-numbers-with-unique-digits,MEDIUM,"math,dynamic-programming,backtracking"
Rearrange String k Distance Apart,rearrange-string-k-distance-apart,HARD,"hash-table,string,greedy,sorting,heap-priority-queue,counting"
Logger Rate Limiter,logger-rate-limiter,EASY,"hash-table,design,data-stream"
Sort Transformed Array,sort-transformed-array,MEDIUM,"array,math,two-pointers,sorting"
Bomb Enemy,bomb-enemy,MEDIUM,"array,dynamic-programming,matrix"
Design Hit Counter,design-hit-counter,MEDIUM,"array,binary-search,design,queue,data-stream"
Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,HARD,"array,binary-search,matrix,prefix-sum,ordered-set"
Nested List Weight Sum II,nested-list-weight-sum-ii,MEDIUM,"stack,depth-first-search,breadth-first-search"
Water and Jug Problem,water-and-jug-problem,MEDIUM,"math,depth-first-search,breadth-first-search"
Find Leaves of Binary Tree,find-leaves-of-binary-tree,MEDIUM,"tree,depth-first-search,binary-tree"
Valid Perfect Square,valid-perfect-square,EASY,"math,binary-search"
Largest Divisible Subset,largest-divisible-subset,MEDIUM,"array,math,dynamic-programming,sorting"
Plus One Linked List,plus-one-linked-list,MEDIUM,"linked-list,math"
Range Addition,range-addition,MEDIUM,"array,prefix-sum"
Sum of Two Integers,sum-of-two-integers,MEDIUM,"math,bit-manipulation"
Super Pow,super-pow,MEDIUM,"math,divide-and-conquer"
Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,MEDIUM,"array,heap-priority-queue"
Guess Number Higher or Lower,guess-number-higher-or-lower,EASY,"binary-search,interactive"
Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,MEDIUM,"math,dynamic-programming,game-theory"
Wiggle Subsequence,wiggle-subsequence,MEDIUM,"array,dynamic-programming,greedy"
Combination Sum IV,combination-sum-iv,MEDIUM,"array,dynamic-programming"
Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,MEDIUM,"array,binary-search,sorting,heap-priority-queue,matrix"
Design Phone Directory,design-phone-directory,MEDIUM,"array,hash-table,linked-list,design,queue"
Insert Delete GetRandom O(1),insert-delete-getrandom-o1,MEDIUM,"array,hash-table,math,design,randomized"
Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,HARD,"array,hash-table,math,design,randomized"
Linked List Random Node,linked-list-random-node,MEDIUM,"linked-list,math,reservoir-sampling,randomized"
Ransom Note,ransom-note,EASY,"hash-table,string,counting"
Shuffle an Array,shuffle-an-array,MEDIUM,"array,math,design,randomized"
Mini Parser,mini-parser,MEDIUM,"string,stack,depth-first-search"
Lexicographical Numbers,lexicographical-numbers,MEDIUM,"depth-first-search,trie"
First Unique Character in a String,first-unique-character-in-a-string,EASY,"hash-table,string,queue,counting"
Longest Absolute File Path,longest-absolute-file-path,MEDIUM,"string,stack,depth-first-search"
Find the Difference,find-the-difference,EASY,"hash-table,string,bit-manipulation,sorting"
Elimination Game,elimination-game,MEDIUM,"math,recursion"
Perfect Rectangle,perfect-rectangle,HARD,"array,hash-table,math,geometry,line-sweep"
Is Subsequence,is-subsequence,EASY,"two-pointers,string,dynamic-programming"
UTF-8 Validation,utf-8-validation,MEDIUM,"array,bit-manipulation"
Decode String,decode-string,MEDIUM,"string,stack,recursion"
Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,MEDIUM,"hash-table,string,divide-and-conquer,sliding-window"
Rotate Function,rotate-function,MEDIUM,"array,math,dynamic-programming"
Integer Replacement,integer-replacement,MEDIUM,"dynamic-programming,greedy,bit-manipulation,memoization"
Random Pick Index,random-pick-index,MEDIUM,"hash-table,math,reservoir-sampling,randomized"
Evaluate Division,evaluate-division,MEDIUM,"array,string,depth-first-search,breadth-first-search,union-find,graph,shortest-path"
Nth Digit,nth-digit,MEDIUM,"math,binary-search"
Binary Watch,binary-watch,EASY,"backtracking,bit-manipulation"
Remove K Digits,remove-k-digits,MEDIUM,"string,stack,greedy,monotonic-stack"
Frog Jump,frog-jump,HARD,"array,dynamic-programming"
Sum of Left Leaves,sum-of-left-leaves,EASY,"tree,depth-first-search,breadth-first-search,binary-tree"
Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,EASY,"math,string,bit-manipulation"
Queue Reconstruction by Height,queue-reconstruction-by-height,MEDIUM,"array,binary-indexed-tree,segment-tree,sorting"
Trapping Rain Water II,trapping-rain-water-ii,HARD,"array,breadth-first-search,heap-priority-queue,matrix"
Valid Word Abbreviation,valid-word-abbreviation,EASY,"two-pointers,string"
Longest Palindrome,longest-palindrome,EASY,"hash-table,string,greedy"
Split Array Largest Sum,split-array-largest-sum,HARD,"array,binary-search,dynamic-programming,greedy,prefix-sum"
Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,HARD,"array,string,backtracking,bit-manipulation"
Fizz Buzz,fizz-buzz,EASY,"math,string,simulation"
Arithmetic Slices,arithmetic-slices,MEDIUM,"array,dynamic-programming,sliding-window"
Third Maximum Number,third-maximum-number,EASY,"array,sorting"
Add Strings,add-strings,EASY,"math,string,simulation"
Partition Equal Subset Sum,partition-equal-subset-sum,MEDIUM,"array,dynamic-programming"
Pacific Atlantic Water Flow,pacific-atlantic-water-flow,MEDIUM,"array,depth-first-search,breadth-first-search,matrix"
Sentence Screen Fitting,sentence-screen-fitting,MEDIUM,"array,string,dynamic-programming"
Battleships in a Board,battleships-in-a-board,MEDIUM,"array,depth-first-search,matrix"
Strong Password Checker,strong-password-checker,HARD,"string,greedy,heap-priority-queue"
Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,MEDIUM,"array,hash-table,bit-manipulation,trie"
Valid Word Square,valid-word-square,EASY,"array,matrix"
Reconstruct Original Digits from English,reconstruct-original-digits-from-english,MEDIUM,"hash-table,math,string"
Longest Repeating Character Replacement,longest-repeating-character-replacement,MEDIUM,"hash-table,string,sliding-window"
Word Squares,word-squares,HARD,"array,string,backtracking,trie"
Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,MEDIUM,"linked-list,stack,tree,depth-first-search,binary-search-tree,binary-tree,doubly-linked-list"
Construct Quad Tree,construct-quad-tree,MEDIUM,"array,divide-and-conquer,tree,matrix"
Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,HARD,"string,tree,depth-first-search,breadth-first-search"
N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,MEDIUM,"tree,breadth-first-search"
Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,MEDIUM,"linked-list,depth-first-search,doubly-linked-list"
Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,HARD,"tree,depth-first-search,breadth-first-search,design,binary-tree"
All O`one Data Structure,all-oone-data-structure,HARD,"hash-table,linked-list,design,doubly-linked-list"
Minimum Genetic Mutation,minimum-genetic-mutation,MEDIUM,"hash-table,string,breadth-first-search"
Number of Segments in a String,number-of-segments-in-a-string,EASY,string
Non-overlapping Intervals,non-overlapping-intervals,MEDIUM,"array,dynamic-programming,greedy,sorting"
Find Right Interval,find-right-interval,MEDIUM,"array,binary-search,sorting"
Path Sum III,path-sum-iii,MEDIUM,"tree,depth-first-search,binary-tree"
Find All Anagrams in a String,find-all-anagrams-in-a-string,MEDIUM,"hash-table,string,sliding-window"
Ternary Expression Parser,ternary-expression-parser,MEDIUM,"string,stack,recursion"
K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,HARD,trie
Arranging Coins,arranging-coins,EASY,"math,binary-search"
Find All Duplicates in an Array,find-all-duplicates-in-an-array,MEDIUM,"array,hash-table,sorting"
String Compression,string-compression,MEDIUM,"two-pointers,string"
Sequence Reconstruction,sequence-reconstruction,MEDIUM,"array,graph,topological-sort"
Add Two Numbers II,add-two-numbers-ii,MEDIUM,"linked-list,math,stack"
Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,HARD,"array,dynamic-programming"
Number of Boomerangs,number-of-boomerangs,MEDIUM,"array,hash-table,math"
Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,EASY,"array,hash-table"
Serialize and Deserialize BST,serialize-and-deserialize-bst,MEDIUM,"string,tree,depth-first-search,breadth-first-search,design,binary-search-tree,binary-tree"
Delete Node in a BST,delete-node-in-a-bst,MEDIUM,"tree,binary-search-tree,binary-tree"
Sort Characters By Frequency,sort-characters-by-frequency,MEDIUM,"hash-table,string,sorting,heap-priority-queue,bucket-sort,counting"
Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,MEDIUM,"array,greedy,sorting"
Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,MEDIUM,"array,math"
4Sum II,4sum-ii,MEDIUM,"array,hash-table"
Assign Cookies,assign-cookies,EASY,"array,two-pointers,greedy,sorting"
132 Pattern,132-pattern,MEDIUM,"array,binary-search,stack,monotonic-stack,ordered-set"
Circular Array Loop,circular-array-loop,MEDIUM,"array,hash-table,two-pointers"
Poor Pigs,poor-pigs,HARD,"math,dynamic-programming,combinatorics"
Repeated Substring Pattern,repeated-substring-pattern,EASY,"string,string-matching"
LFU Cache,lfu-cache,HARD,"hash-table,linked-list,design,doubly-linked-list"
Hamming Distance,hamming-distance,EASY,bit-manipulation
Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,MEDIUM,"array,math,sorting"
Island Perimeter,island-perimeter,EASY,"array,depth-first-search,breadth-first-search,matrix"
Can I Win,can-i-win,MEDIUM,"math,dynamic-programming,bit-manipulation,memoization,game-theory,bitmask"
Optimal Account Balancing,optimal-account-balancing,HARD,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
Count The Repetitions,count-the-repetitions,HARD,"string,dynamic-programming"
Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,MEDIUM,"string,dynamic-programming"
Validate IP Address,validate-ip-address,MEDIUM,string
Convex Polygon,convex-polygon,MEDIUM,"array,math,geometry"
Implement Rand10() Using Rand7(),implement-rand10-using-rand7,MEDIUM,"math,rejection-sampling,randomized,probability-and-statistics"
Encode String with Shortest Length,encode-string-with-shortest-length,HARD,"string,dynamic-programming"
Concatenated Words,concatenated-words,HARD,"array,string,dynamic-programming,depth-first-search,trie,sorting"
Matchsticks to Square,matchsticks-to-square,MEDIUM,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
Ones and Zeroes,ones-and-zeroes,MEDIUM,"array,string,dynamic-programming"
Heaters,heaters,MEDIUM,"array,two-pointers,binary-search,sorting"
Number Complement,number-complement,EASY,bit-manipulation
Total Hamming Distance,total-hamming-distance,MEDIUM,"array,math,bit-manipulation"
Generate Random Point in a Circle,generate-random-point-in-a-circle,MEDIUM,"math,geometry,rejection-sampling,randomized"
Largest Palindrome Product,largest-palindrome-product,HARD,"math,enumeration"
Sliding Window Median,sliding-window-median,HARD,"array,hash-table,sliding-window,heap-priority-queue"
Magical String,magical-string,MEDIUM,"two-pointers,string"
License Key Formatting,license-key-formatting,EASY,string
Smallest Good Base,smallest-good-base,HARD,"math,binary-search"
Find Permutation,find-permutation,MEDIUM,"array,string,stack,greedy"
Max Consecutive Ones,max-consecutive-ones,EASY,array
Predict the Winner,predict-the-winner,MEDIUM,"array,math,dynamic-programming,recursion,game-theory"
Max Consecutive Ones II,max-consecutive-ones-ii,MEDIUM,"array,dynamic-programming,sliding-window"
Zuma Game,zuma-game,HARD,"string,dynamic-programming,stack,breadth-first-search,memoization"
Robot Room Cleaner,robot-room-cleaner,HARD,"backtracking,interactive"
The Maze,the-maze,MEDIUM,"array,depth-first-search,breadth-first-search,matrix"
Non-decreasing Subsequences,non-decreasing-subsequences,MEDIUM,"array,hash-table,backtracking,bit-manipulation"
Construct the Rectangle,construct-the-rectangle,EASY,math
Reverse Pairs,reverse-pairs,HARD,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
Target Sum,target-sum,MEDIUM,"array,dynamic-programming,backtracking"
Teemo Attacking,teemo-attacking,EASY,"array,simulation"
Next Greater Element I,next-greater-element-i,EASY,"array,hash-table,stack,monotonic-stack"
Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,MEDIUM,"array,math,binary-search,reservoir-sampling,prefix-sum,ordered-set,randomized"
Diagonal Traverse,diagonal-traverse,MEDIUM,"array,matrix,simulation"
The Maze III,the-maze-iii,HARD,"array,string,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
Keyboard Row,keyboard-row,EASY,"array,hash-table,string"
Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,EASY,"tree,depth-first-search,binary-search-tree,binary-tree"
IPO,ipo,HARD,"array,greedy,sorting,heap-priority-queue"
Next Greater Element II,next-greater-element-ii,MEDIUM,"array,stack,monotonic-stack"
Base 7,base-7,EASY,"math,string"
The Maze II,the-maze-ii,MEDIUM,"array,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
Relative Ranks,relative-ranks,EASY,"array,sorting,heap-priority-queue"
Perfect Number,perfect-number,EASY,math
Most Frequent Subtree Sum,most-frequent-subtree-sum,MEDIUM,"hash-table,tree,depth-first-search,binary-tree"
Fibonacci Number,fibonacci-number,EASY,"math,dynamic-programming,recursion,memoization"
Inorder Successor in BST II,inorder-successor-in-bst-ii,MEDIUM,"tree,binary-search-tree,binary-tree"
Game Play Analysis I,game-play-analysis-i,EASY,database
Game Play Analysis II,game-play-analysis-ii,EASY,database
Find Bottom Left Tree Value,find-bottom-left-tree-value,MEDIUM,"tree,depth-first-search,breadth-first-search,binary-tree"
Freedom Trail,freedom-trail,HARD,"string,dynamic-programming,depth-first-search,breadth-first-search"
